cars,type,garage,datetime
0,ingress,Main Avenue Garage,2018-12-03 03:00:00
0,ingress,Main Avenue Garage,2018-12-03 04:00:00
5,ingress,Main Avenue Garage,2018-12-03 05:00:00
3,ingress,Main Avenue Garage,2018-12-03 06:00:00
55,ingress,Main Avenue Garage,2018-12-03 07:00:00
161,ingress,Main Avenue Garage,2018-12-03 08:00:00
53,ingress,Main Avenue Garage,2018-12-03 09:00:00
49,ingress,Main Avenue Garage,2018-12-03 10:00:00
36,ingress,Main Avenue Garage,2018-12-03 11:00:00
54,ingress,Main Avenue Garage,2018-12-03 12:00:00
65,ingress,Main Avenue Garage,2018-12-03 13:00:00
45,ingress,Main Avenue Garage,2018-12-03 14:00:00
37,ingress,Main Avenue Garage,2018-12-03 15:00:00
11,ingress,Main Avenue Garage,2018-12-03 16:00:00
16,ingress,Main Avenue Garage,2018-12-03 17:00:00
8,ingress,Main Avenue Garage,2018-12-03 18:00:00
3,ingress,Main Avenue Garage,2018-12-03 19:00:00
3,ingress,Main Avenue Garage,2018-12-03 20:00:00
1,ingress,Main Avenue Garage,2018-12-03 21:00:00
1,ingress,Main Avenue Garage,2018-12-03 22:00:00
0,ingress,Main Avenue Garage,2018-12-03 23:00:00
1,ingress,Main Avenue Garage,2018-12-04 00:00:00
1,ingress,Main Avenue Garage,2018-12-04 01:00:00
0,ingress,Main Avenue Garage,2018-12-04 02:00:00
0,ingress,Main Avenue Garage,2018-12-04 03:00:00
0,ingress,Main Avenue Garage,2018-12-04 04:00:00
1,ingress,Main Avenue Garage,2018-12-04 05:00:00
12,ingress,Main Avenue Garage,2018-12-04 06:00:00
81,ingress,Main Avenue Garage,2018-12-04 07:00:00
229,ingress,Main Avenue Garage,2018-12-04 08:00:00
97,ingress,Main Avenue Garage,2018-12-04 09:00:00
56,ingress,Main Avenue Garage,2018-12-04 10:00:00
21,ingress,Main Avenue Garage,2018-12-04 11:00:00
52,ingress,Main Avenue Garage,2018-12-04 12:00:00
62,ingress,Main Avenue Garage,2018-12-04 13:00:00
48,ingress,Main Avenue Garage,2018-12-04 14:00:00
26,ingress,Main Avenue Garage,2018-12-04 15:00:00
3,ingress,Main Avenue Garage,2018-12-04 16:00:00
9,ingress,Main Avenue Garage,2018-12-04 17:00:00
7,ingress,Main Avenue Garage,2018-12-04 18:00:00
7,ingress,Main Avenue Garage,2018-12-04 19:00:00
1,ingress,Main Avenue Garage,2018-12-04 20:00:00
2,ingress,Main Avenue Garage,2018-12-04 21:00:00
2,ingress,Main Avenue Garage,2018-12-04 22:00:00
0,ingress,Main Avenue Garage,2018-12-04 23:00:00
0,ingress,Main Avenue Garage,2018-12-05 00:00:00
0,ingress,Main Avenue Garage,2018-12-05 01:00:00
4,ingress,Main Avenue Garage,2018-12-05 02:00:00
0,ingress,Main Avenue Garage,2018-12-05 03:00:00
0,ingress,Main Avenue Garage,2018-12-05 04:00:00
1,ingress,Main Avenue Garage,2018-12-05 05:00:00
5,ingress,Main Avenue Garage,2018-12-05 06:00:00
72,ingress,Main Avenue Garage,2018-12-05 07:00:00
194,ingress,Main Avenue Garage,2018-12-05 08:00:00
120,ingress,Main Avenue Garage,2018-12-05 09:00:00
33,ingress,Main Avenue Garage,2018-12-05 10:00:00
28,ingress,Main Avenue Garage,2018-12-05 11:00:00
31,ingress,Main Avenue Garage,2018-12-05 12:00:00
41,ingress,Main Avenue Garage,2018-12-05 13:00:00
45,ingress,Main Avenue Garage,2018-12-05 14:00:00
15,ingress,Main Avenue Garage,2018-12-05 15:00:00
26,ingress,Main Avenue Garage,2018-12-05 16:00:00
34,ingress,Main Avenue Garage,2018-12-05 17:00:00
19,ingress,Main Avenue Garage,2018-12-05 18:00:00
6,ingress,Main Avenue Garage,2018-12-05 19:00:00
1,ingress,Main Avenue Garage,2018-12-05 20:00:00
0,ingress,Main Avenue Garage,2018-12-05 21:00:00
3,ingress,Main Avenue Garage,2018-12-05 22:00:00
1,ingress,Main Avenue Garage,2018-12-05 23:00:00
0,ingress,Main Avenue Garage,2018-12-06 00:00:00
0,ingress,Main Avenue Garage,2018-12-06 01:00:00
2,ingress,Main Avenue Garage,2018-12-06 02:00:00
0,ingress,Main Avenue Garage,2018-12-06 03:00:00
0,ingress,Main Avenue Garage,2018-12-06 04:00:00
1,ingress,Main Avenue Garage,2018-12-06 05:00:00
10,ingress,Main Avenue Garage,2018-12-06 06:00:00
70,ingress,Main Avenue Garage,2018-12-06 07:00:00
190,ingress,Main Avenue Garage,2018-12-06 08:00:00
98,ingress,Main Avenue Garage,2018-12-06 09:00:00
26,ingress,Main Avenue Garage,2018-12-06 10:00:00
21,ingress,Main Avenue Garage,2018-12-06 11:00:00
27,ingress,Main Avenue Garage,2018-12-06 12:00:00
45,ingress,Main Avenue Garage,2018-12-06 13:00:00
34,ingress,Main Avenue Garage,2018-12-06 14:00:00
14,ingress,Main Avenue Garage,2018-12-06 15:00:00
14,ingress,Main Avenue Garage,2018-12-06 16:00:00
35,ingress,Main Avenue Garage,2018-12-06 17:00:00
49,ingress,Main Avenue Garage,2018-12-06 18:00:00
4,ingress,Main Avenue Garage,2018-12-06 19:00:00
5,ingress,Main Avenue Garage,2018-12-06 20:00:00
1,ingress,Main Avenue Garage,2018-12-06 21:00:00
0,ingress,Main Avenue Garage,2018-12-06 22:00:00
0,ingress,Main Avenue Garage,2018-12-06 23:00:00
0,ingress,Main Avenue Garage,2018-12-07 00:00:00
0,ingress,Main Avenue Garage,2018-12-07 01:00:00
1,ingress,Main Avenue Garage,2018-12-07 02:00:00
0,ingress,Main Avenue Garage,2018-12-07 03:00:00
0,ingress,Main Avenue Garage,2018-12-07 04:00:00
1,ingress,Main Avenue Garage,2018-12-07 05:00:00
4,ingress,Main Avenue Garage,2018-12-07 06:00:00
37,ingress,Main Avenue Garage,2018-12-07 07:00:00
200,ingress,Main Avenue Garage,2018-12-07 08:00:00
72,ingress,Main Avenue Garage,2018-12-07 09:00:00
54,ingress,Main Avenue Garage,2018-12-07 10:00:00
28,ingress,Main Avenue Garage,2018-12-07 11:00:00
40,ingress,Main Avenue Garage,2018-12-07 12:00:00
36,ingress,Main Avenue Garage,2018-12-07 13:00:00
48,ingress,Main Avenue Garage,2018-12-07 14:00:00
39,ingress,Main Avenue Garage,2018-12-07 15:00:00
13,ingress,Main Avenue Garage,2018-12-07 16:00:00
19,ingress,Main Avenue Garage,2018-12-07 17:00:00
77,ingress,Main Avenue Garage,2018-12-07 18:00:00
41,ingress,Main Avenue Garage,2018-12-07 19:00:00
4,ingress,Main Avenue Garage,2018-12-07 20:00:00
0,ingress,Main Avenue Garage,2018-12-07 21:00:00
2,ingress,Main Avenue Garage,2018-12-07 22:00:00
3,ingress,Main Avenue Garage,2018-12-07 23:00:00
0,ingress,Main Avenue Garage,2018-12-08 00:00:00
1,ingress,Main Avenue Garage,2018-12-08 01:00:00
0,ingress,Main Avenue Garage,2018-12-08 02:00:00
1,ingress,Main Avenue Garage,2018-12-08 03:00:00
0,ingress,Main Avenue Garage,2018-12-08 04:00:00
0,ingress,Main Avenue Garage,2018-12-08 05:00:00
0,ingress,Main Avenue Garage,2018-12-08 06:00:00
1,ingress,Main Avenue Garage,2018-12-08 07:00:00
4,ingress,Main Avenue Garage,2018-12-08 08:00:00
4,ingress,Main Avenue Garage,2018-12-08 09:00:00
5,ingress,Main Avenue Garage,2018-12-08 10:00:00
11,ingress,Main Avenue Garage,2018-12-08 11:00:00
9,ingress,Main Avenue Garage,2018-12-08 12:00:00
33,ingress,Main Avenue Garage,2018-12-08 13:00:00
49,ingress,Main Avenue Garage,2018-12-08 14:00:00
9,ingress,Main Avenue Garage,2018-12-08 15:00:00
8,ingress,Main Avenue Garage,2018-12-08 16:00:00
4,ingress,Main Avenue Garage,2018-12-08 17:00:00
5,ingress,Main Avenue Garage,2018-12-08 18:00:00
4,ingress,Main Avenue Garage,2018-12-08 19:00:00
0,ingress,Main Avenue Garage,2018-12-08 20:00:00
1,ingress,Main Avenue Garage,2018-12-08 21:00:00
1,ingress,Main Avenue Garage,2018-12-08 22:00:00
1,ingress,Main Avenue Garage,2018-12-08 23:00:00
1,ingress,Main Avenue Garage,2018-12-09 00:00:00
0,ingress,Main Avenue Garage,2018-12-09 01:00:00
0,ingress,Main Avenue Garage,2018-12-09 02:00:00
0,ingress,Main Avenue Garage,2018-12-09 03:00:00
0,ingress,Main Avenue Garage,2018-12-09 04:00:00
0,ingress,Main Avenue Garage,2018-12-09 05:00:00
1,ingress,Main Avenue Garage,2018-12-09 06:00:00
3,ingress,Main Avenue Garage,2018-12-09 07:00:00
29,ingress,Main Avenue Garage,2018-12-09 08:00:00
35,ingress,Main Avenue Garage,2018-12-09 09:00:00
24,ingress,Main Avenue Garage,2018-12-09 10:00:00
5,ingress,Main Avenue Garage,2018-12-09 11:00:00
11,ingress,Main Avenue Garage,2018-12-09 12:00:00
5,ingress,Main Avenue Garage,2018-12-09 13:00:00
2,ingress,Main Avenue Garage,2018-12-09 14:00:00
2,ingress,Main Avenue Garage,2018-12-09 15:00:00
5,ingress,Main Avenue Garage,2018-12-09 16:00:00
2,ingress,Main Avenue Garage,2018-12-09 17:00:00
1,ingress,Main Avenue Garage,2018-12-09 18:00:00
1,ingress,Main Avenue Garage,2018-12-09 19:00:00
2,ingress,Main Avenue Garage,2018-12-09 20:00:00
1,ingress,Main Avenue Garage,2018-12-09 21:00:00
0,ingress,Main Avenue Garage,2018-12-09 22:00:00
0,ingress,Main Avenue Garage,2018-12-09 23:00:00
150,occupancy,Market Square Garage,2018-12-03 00:00:00
133,occupancy,Market Square Garage,2018-12-03 01:00:00
123,occupancy,Market Square Garage,2018-12-03 02:00:00
109,occupancy,Market Square Garage,2018-12-03 03:00:00
104,occupancy,Market Square Garage,2018-12-03 04:00:00
104,occupancy,Market Square Garage,2018-12-03 05:00:00
126,occupancy,Market Square Garage,2018-12-03 06:00:00
199,occupancy,Market Square Garage,2018-12-03 07:00:00
290,occupancy,Market Square Garage,2018-12-03 08:00:00
337,occupancy,Market Square Garage,2018-12-03 09:00:00
382,occupancy,Market Square Garage,2018-12-03 10:00:00
447,occupancy,Market Square Garage,2018-12-03 11:00:00
487,occupancy,Market Square Garage,2018-12-03 12:00:00
488,occupancy,Market Square Garage,2018-12-03 13:00:00
451,occupancy,Market Square Garage,2018-12-03 14:00:00
425,occupancy,Market Square Garage,2018-12-03 15:00:00
402,occupancy,Market Square Garage,2018-12-03 16:00:00
418,occupancy,Market Square Garage,2018-12-03 17:00:00
457,occupancy,Market Square Garage,2018-12-03 18:00:00
430,occupancy,Market Square Garage,2018-12-03 19:00:00
390,occupancy,Market Square Garage,2018-12-03 20:00:00
308,occupancy,Market Square Garage,2018-12-03 21:00:00
231,occupancy,Market Square Garage,2018-12-03 22:00:00
170,occupancy,Market Square Garage,2018-12-03 23:00:00
141,occupancy,Market Square Garage,2018-12-04 00:00:00
125,occupancy,Market Square Garage,2018-12-04 01:00:00
116,occupancy,Market Square Garage,2018-12-04 02:00:00
100,occupancy,Market Square Garage,2018-12-04 03:00:00
98,occupancy,Market Square Garage,2018-12-04 04:00:00
97,occupancy,Market Square Garage,2018-12-04 05:00:00
129,occupancy,Market Square Garage,2018-12-04 06:00:00
201,occupancy,Market Square Garage,2018-12-04 07:00:00
309,occupancy,Market Square Garage,2018-12-04 08:00:00
367,occupancy,Market Square Garage,2018-12-04 09:00:00
417,occupancy,Market Square Garage,2018-12-04 10:00:00
482,occupancy,Market Square Garage,2018-12-04 11:00:00
499,occupancy,Market Square Garage,2018-12-04 12:00:00
492,occupancy,Market Square Garage,2018-12-04 13:00:00
461,occupancy,Market Square Garage,2018-12-04 14:00:00
455,occupancy,Market Square Garage,2018-12-04 15:00:00
443,occupancy,Market Square Garage,2018-12-04 16:00:00
494,occupancy,Market Square Garage,2018-12-04 17:00:00
611,occupancy,Market Square Garage,2018-12-04 18:00:00
622,occupancy,Market Square Garage,2018-12-04 19:00:00
607,occupancy,Market Square Garage,2018-12-04 20:00:00
520,occupancy,Market Square Garage,2018-12-04 21:00:00
340,occupancy,Market Square Garage,2018-12-04 22:00:00
196,occupancy,Market Square Garage,2018-12-04 23:00:00
148,occupancy,Market Square Garage,2018-12-05 00:00:00
134,occupancy,Market Square Garage,2018-12-05 01:00:00
126,occupancy,Market Square Garage,2018-12-05 02:00:00
114,occupancy,Market Square Garage,2018-12-05 03:00:00
109,occupancy,Market Square Garage,2018-12-05 04:00:00
110,occupancy,Market Square Garage,2018-12-05 05:00:00
128,occupancy,Market Square Garage,2018-12-05 06:00:00
170,occupancy,Market Square Garage,2018-12-05 07:00:00
245,occupancy,Market Square Garage,2018-12-05 08:00:00
306,occupancy,Market Square Garage,2018-12-05 09:00:00
362,occupancy,Market Square Garage,2018-12-05 10:00:00
415,occupancy,Market Square Garage,2018-12-05 11:00:00
445,occupancy,Market Square Garage,2018-12-05 12:00:00
441,occupancy,Market Square Garage,2018-12-05 13:00:00
419,occupancy,Market Square Garage,2018-12-05 14:00:00
404,occupancy,Market Square Garage,2018-12-05 15:00:00
405,occupancy,Market Square Garage,2018-12-05 16:00:00
441,occupancy,Market Square Garage,2018-12-05 17:00:00
545,occupancy,Market Square Garage,2018-12-05 18:00:00
561,occupancy,Market Square Garage,2018-12-05 19:00:00
538,occupancy,Market Square Garage,2018-12-05 20:00:00
406,occupancy,Market Square Garage,2018-12-05 21:00:00
278,occupancy,Market Square Garage,2018-12-05 22:00:00
162,occupancy,Market Square Garage,2018-12-05 23:00:00
134,occupancy,Market Square Garage,2018-12-06 00:00:00
123,occupancy,Market Square Garage,2018-12-06 01:00:00
113,occupancy,Market Square Garage,2018-12-06 02:00:00
101,occupancy,Market Square Garage,2018-12-06 03:00:00
97,occupancy,Market Square Garage,2018-12-06 04:00:00
99,occupancy,Market Square Garage,2018-12-06 05:00:00
118,occupancy,Market Square Garage,2018-12-06 06:00:00
227,occupancy,Market Square Garage,2018-12-06 07:00:00
345,occupancy,Market Square Garage,2018-12-06 08:00:00
377,occupancy,Market Square Garage,2018-12-06 09:00:00
410,occupancy,Market Square Garage,2018-12-06 10:00:00
474,occupancy,Market Square Garage,2018-12-06 11:00:00
496,occupancy,Market Square Garage,2018-12-06 12:00:00
509,occupancy,Market Square Garage,2018-12-06 13:00:00
498,occupancy,Market Square Garage,2018-12-06 14:00:00
462,occupancy,Market Square Garage,2018-12-06 15:00:00
460,occupancy,Market Square Garage,2018-12-06 16:00:00
509,occupancy,Market Square Garage,2018-12-06 17:00:00
597,occupancy,Market Square Garage,2018-12-06 18:00:00
599,occupancy,Market Square Garage,2018-12-06 19:00:00
559,occupancy,Market Square Garage,2018-12-06 20:00:00
449,occupancy,Market Square Garage,2018-12-06 21:00:00
336,occupancy,Market Square Garage,2018-12-06 22:00:00
226,occupancy,Market Square Garage,2018-12-06 23:00:00
164,occupancy,Market Square Garage,2018-12-07 00:00:00
147,occupancy,Market Square Garage,2018-12-07 01:00:00
134,occupancy,Market Square Garage,2018-12-07 02:00:00
111,occupancy,Market Square Garage,2018-12-07 03:00:00
106,occupancy,Market Square Garage,2018-12-07 04:00:00
108,occupancy,Market Square Garage,2018-12-07 05:00:00
134,occupancy,Market Square Garage,2018-12-07 06:00:00
213,occupancy,Market Square Garage,2018-12-07 07:00:00
347,occupancy,Market Square Garage,2018-12-07 08:00:00
406,occupancy,Market Square Garage,2018-12-07 09:00:00
471,occupancy,Market Square Garage,2018-12-07 10:00:00
495,occupancy,Market Square Garage,2018-12-07 11:00:00
547,occupancy,Market Square Garage,2018-12-07 12:00:00
569,occupancy,Market Square Garage,2018-12-07 13:00:00
563,occupancy,Market Square Garage,2018-12-07 14:00:00
521,occupancy,Market Square Garage,2018-12-07 15:00:00
639,occupancy,Market Square Garage,2018-12-07 16:00:00
639,occupancy,Market Square Garage,2018-12-07 17:00:00
632,occupancy,Market Square Garage,2018-12-07 18:00:00
618,occupancy,Market Square Garage,2018-12-07 19:00:00
609,occupancy,Market Square Garage,2018-12-07 20:00:00
519,occupancy,Market Square Garage,2018-12-07 21:00:00
450,occupancy,Market Square Garage,2018-12-07 22:00:00
374,occupancy,Market Square Garage,2018-12-07 23:00:00
276,occupancy,Market Square Garage,2018-12-08 00:00:00
222,occupancy,Market Square Garage,2018-12-08 01:00:00
179,occupancy,Market Square Garage,2018-12-08 02:00:00
145,occupancy,Market Square Garage,2018-12-08 03:00:00
138,occupancy,Market Square Garage,2018-12-08 04:00:00
139,occupancy,Market Square Garage,2018-12-08 05:00:00
150,occupancy,Market Square Garage,2018-12-08 06:00:00
195,occupancy,Market Square Garage,2018-12-08 07:00:00
238,occupancy,Market Square Garage,2018-12-08 08:00:00
378,occupancy,Market Square Garage,2018-12-08 09:00:00
581,occupancy,Market Square Garage,2018-12-08 10:00:00
644,occupancy,Market Square Garage,2018-12-08 11:00:00
669,occupancy,Market Square Garage,2018-12-08 12:00:00
646,occupancy,Market Square Garage,2018-12-08 13:00:00
609,occupancy,Market Square Garage,2018-12-08 14:00:00
610,occupancy,Market Square Garage,2018-12-08 15:00:00
617,occupancy,Market Square Garage,2018-12-08 16:00:00
612,occupancy,Market Square Garage,2018-12-08 17:00:00
625,occupancy,Market Square Garage,2018-12-08 18:00:00
643,occupancy,Market Square Garage,2018-12-08 19:00:00
621,occupancy,Market Square Garage,2018-12-08 20:00:00
574,occupancy,Market Square Garage,2018-12-08 21:00:00
504,occupancy,Market Square Garage,2018-12-08 22:00:00
418,occupancy,Market Square Garage,2018-12-08 23:00:00
299,occupancy,Market Square Garage,2018-12-09 00:00:00
246,occupancy,Market Square Garage,2018-12-09 01:00:00
196,occupancy,Market Square Garage,2018-12-09 02:00:00
155,occupancy,Market Square Garage,2018-12-09 03:00:00
142,occupancy,Market Square Garage,2018-12-09 04:00:00
138,occupancy,Market Square Garage,2018-12-09 05:00:00
147,occupancy,Market Square Garage,2018-12-09 06:00:00
159,occupancy,Market Square Garage,2018-12-09 07:00:00
194,occupancy,Market Square Garage,2018-12-09 08:00:00
201,occupancy,Market Square Garage,2018-12-09 09:00:00
235,occupancy,Market Square Garage,2018-12-09 10:00:00
264,occupancy,Market Square Garage,2018-12-09 11:00:00
316,occupancy,Market Square Garage,2018-12-09 12:00:00
345,occupancy,Market Square Garage,2018-12-09 13:00:00
345,occupancy,Market Square Garage,2018-12-09 14:00:00
353,occupancy,Market Square Garage,2018-12-09 15:00:00
369,occupancy,Market Square Garage,2018-12-09 16:00:00
374,occupancy,Market Square Garage,2018-12-09 17:00:00
397,occupancy,Market Square Garage,2018-12-09 18:00:00
397,occupancy,Market Square Garage,2018-12-09 19:00:00
376,occupancy,Market Square Garage,2018-12-09 20:00:00
307,occupancy,Market Square Garage,2018-12-09 21:00:00
208,occupancy,Market Square Garage,2018-12-09 22:00:00
137,occupancy,Market Square Garage,2018-12-09 23:00:00
503,vacancy,Market Square Garage,2018-12-03 00:00:00
512,vacancy,Market Square Garage,2018-12-03 01:00:00
526,vacancy,Market Square Garage,2018-12-03 02:00:00
531,vacancy,Market Square Garage,2018-12-03 03:00:00
533,vacancy,Market Square Garage,2018-12-03 04:00:00
535,vacancy,Market Square Garage,2018-12-03 05:00:00
533,vacancy,Market Square Garage,2018-12-03 06:00:00
509,vacancy,Market Square Garage,2018-12-03 07:00:00
436,vacancy,Market Square Garage,2018-12-03 08:00:00
346,vacancy,Market Square Garage,2018-12-03 09:00:00
295,vacancy,Market Square Garage,2018-12-03 10:00:00
254,vacancy,Market Square Garage,2018-12-03 11:00:00
189,vacancy,Market Square Garage,2018-12-03 12:00:00
186,vacancy,Market Square Garage,2018-12-03 13:00:00
213,vacancy,Market Square Garage,2018-12-03 14:00:00
241,vacancy,Market Square Garage,2018-12-03 15:00:00
251,vacancy,Market Square Garage,2018-12-03 16:00:00
247,vacancy,Market Square Garage,2018-12-03 17:00:00
214,vacancy,Market Square Garage,2018-12-03 18:00:00
244,vacancy,Market Square Garage,2018-12-03 19:00:00
326,vacancy,Market Square Garage,2018-12-03 20:00:00
405,vacancy,Market Square Garage,2018-12-03 21:00:00
465,vacancy,Market Square Garage,2018-12-03 22:00:00
495,vacancy,Market Square Garage,2018-12-03 23:00:00
510,vacancy,Market Square Garage,2018-12-04 00:00:00
521,vacancy,Market Square Garage,2018-12-04 01:00:00
536,vacancy,Market Square Garage,2018-12-04 02:00:00
539,vacancy,Market Square Garage,2018-12-04 03:00:00
541,vacancy,Market Square Garage,2018-12-04 04:00:00
541,vacancy,Market Square Garage,2018-12-04 05:00:00
539,vacancy,Market Square Garage,2018-12-04 06:00:00
506,vacancy,Market Square Garage,2018-12-04 07:00:00
430,vacancy,Market Square Garage,2018-12-04 08:00:00
326,vacancy,Market Square Garage,2018-12-04 09:00:00
267,vacancy,Market Square Garage,2018-12-04 10:00:00
218,vacancy,Market Square Garage,2018-12-04 11:00:00
150,vacancy,Market Square Garage,2018-12-04 12:00:00
179,vacancy,Market Square Garage,2018-12-04 13:00:00
194,vacancy,Market Square Garage,2018-12-04 14:00:00
200,vacancy,Market Square Garage,2018-12-04 15:00:00
210,vacancy,Market Square Garage,2018-12-04 16:00:00
200,vacancy,Market Square Garage,2018-12-04 17:00:00
140,vacancy,Market Square Garage,2018-12-04 18:00:00
32,vacancy,Market Square Garage,2018-12-04 19:00:00
113,vacancy,Market Square Garage,2018-12-04 20:00:00
295,vacancy,Market Square Garage,2018-12-04 21:00:00
438,vacancy,Market Square Garage,2018-12-04 22:00:00
485,vacancy,Market Square Garage,2018-12-04 23:00:00
501,vacancy,Market Square Garage,2018-12-05 00:00:00
509,vacancy,Market Square Garage,2018-12-05 01:00:00
524,vacancy,Market Square Garage,2018-12-05 02:00:00
526,vacancy,Market Square Garage,2018-12-05 03:00:00
527,vacancy,Market Square Garage,2018-12-05 04:00:00
529,vacancy,Market Square Garage,2018-12-05 05:00:00
529,vacancy,Market Square Garage,2018-12-05 06:00:00
508,vacancy,Market Square Garage,2018-12-05 07:00:00
465,vacancy,Market Square Garage,2018-12-05 08:00:00
391,vacancy,Market Square Garage,2018-12-05 09:00:00
328,vacancy,Market Square Garage,2018-12-05 10:00:00
275,vacancy,Market Square Garage,2018-12-05 11:00:00
222,vacancy,Market Square Garage,2018-12-05 12:00:00
219,vacancy,Market Square Garage,2018-12-05 13:00:00
246,vacancy,Market Square Garage,2018-12-05 14:00:00
249,vacancy,Market Square Garage,2018-12-05 15:00:00
259,vacancy,Market Square Garage,2018-12-05 16:00:00
242,vacancy,Market Square Garage,2018-12-05 17:00:00
195,vacancy,Market Square Garage,2018-12-05 18:00:00
95,vacancy,Market Square Garage,2018-12-05 19:00:00
230,vacancy,Market Square Garage,2018-12-05 20:00:00
355,vacancy,Market Square Garage,2018-12-05 21:00:00
471,vacancy,Market Square Garage,2018-12-05 22:00:00
502,vacancy,Market Square Garage,2018-12-05 23:00:00
512,vacancy,Market Square Garage,2018-12-06 00:00:00
525,vacancy,Market Square Garage,2018-12-06 01:00:00
535,vacancy,Market Square Garage,2018-12-06 02:00:00
538,vacancy,Market Square Garage,2018-12-06 03:00:00
540,vacancy,Market Square Garage,2018-12-06 04:00:00
539,vacancy,Market Square Garage,2018-12-06 05:00:00
537,vacancy,Market Square Garage,2018-12-06 06:00:00
517,vacancy,Market Square Garage,2018-12-06 07:00:00
406,vacancy,Market Square Garage,2018-12-06 08:00:00
287,vacancy,Market Square Garage,2018-12-06 09:00:00
270,vacancy,Market Square Garage,2018-12-06 10:00:00
225,vacancy,Market Square Garage,2018-12-06 11:00:00
163,vacancy,Market Square Garage,2018-12-06 12:00:00
141,vacancy,Market Square Garage,2018-12-06 13:00:00
178,vacancy,Market Square Garage,2018-12-06 14:00:00
208,vacancy,Market Square Garage,2018-12-06 15:00:00
201,vacancy,Market Square Garage,2018-12-06 16:00:00
186,vacancy,Market Square Garage,2018-12-06 17:00:00
121,vacancy,Market Square Garage,2018-12-06 18:00:00
74,vacancy,Market Square Garage,2018-12-06 19:00:00
183,vacancy,Market Square Garage,2018-12-06 20:00:00
301,vacancy,Market Square Garage,2018-12-06 21:00:00
408,vacancy,Market Square Garage,2018-12-06 22:00:00
471,vacancy,Market Square Garage,2018-12-06 23:00:00
493,vacancy,Market Square Garage,2018-12-07 00:00:00
501,vacancy,Market Square Garage,2018-12-07 01:00:00
524,vacancy,Market Square Garage,2018-12-07 02:00:00
531,vacancy,Market Square Garage,2018-12-07 03:00:00
531,vacancy,Market Square Garage,2018-12-07 04:00:00
531,vacancy,Market Square Garage,2018-12-07 05:00:00
528,vacancy,Market Square Garage,2018-12-07 06:00:00
502,vacancy,Market Square Garage,2018-12-07 07:00:00
420,vacancy,Market Square Garage,2018-12-07 08:00:00
288,vacancy,Market Square Garage,2018-12-07 09:00:00
229,vacancy,Market Square Garage,2018-12-07 10:00:00
166,vacancy,Market Square Garage,2018-12-07 11:00:00
139,vacancy,Market Square Garage,2018-12-07 12:00:00
91,vacancy,Market Square Garage,2018-12-07 13:00:00
118,vacancy,Market Square Garage,2018-12-07 14:00:00
131,vacancy,Market Square Garage,2018-12-07 15:00:00
121,vacancy,Market Square Garage,2018-12-07 16:00:00
16,vacancy,Market Square Garage,2018-12-07 17:00:00
33,vacancy,Market Square Garage,2018-12-07 18:00:00
32,vacancy,Market Square Garage,2018-12-07 19:00:00
118,vacancy,Market Square Garage,2018-12-07 20:00:00
184,vacancy,Market Square Garage,2018-12-07 21:00:00
265,vacancy,Market Square Garage,2018-12-07 22:00:00
358,vacancy,Market Square Garage,2018-12-07 23:00:00
413,vacancy,Market Square Garage,2018-12-08 00:00:00
459,vacancy,Market Square Garage,2018-12-08 01:00:00
493,vacancy,Market Square Garage,2018-12-08 02:00:00
498,vacancy,Market Square Garage,2018-12-08 03:00:00
500,vacancy,Market Square Garage,2018-12-08 04:00:00
502,vacancy,Market Square Garage,2018-12-08 05:00:00
496,vacancy,Market Square Garage,2018-12-08 06:00:00
485,vacancy,Market Square Garage,2018-12-08 07:00:00
442,vacancy,Market Square Garage,2018-12-08 08:00:00
398,vacancy,Market Square Garage,2018-12-08 09:00:00
255,vacancy,Market Square Garage,2018-12-08 10:00:00
53,vacancy,Market Square Garage,2018-12-08 11:00:00
-8,vacancy,Market Square Garage,2018-12-08 12:00:00
37,vacancy,Market Square Garage,2018-12-08 13:00:00
56,vacancy,Market Square Garage,2018-12-08 14:00:00
52,vacancy,Market Square Garage,2018-12-08 15:00:00
44,vacancy,Market Square Garage,2018-12-08 16:00:00
44,vacancy,Market Square Garage,2018-12-08 17:00:00
32,vacancy,Market Square Garage,2018-12-08 18:00:00
24,vacancy,Market Square Garage,2018-12-08 19:00:00
61,vacancy,Market Square Garage,2018-12-08 20:00:00
132,vacancy,Market Square Garage,2018-12-08 21:00:00
217,vacancy,Market Square Garage,2018-12-08 22:00:00
337,vacancy,Market Square Garage,2018-12-08 23:00:00
389,vacancy,Market Square Garage,2018-12-09 00:00:00
437,vacancy,Market Square Garage,2018-12-09 01:00:00
480,vacancy,Market Square Garage,2018-12-09 02:00:00
494,vacancy,Market Square Garage,2018-12-09 03:00:00
501,vacancy,Market Square Garage,2018-12-09 04:00:00
502,vacancy,Market Square Garage,2018-12-09 05:00:00
500,vacancy,Market Square Garage,2018-12-09 06:00:00
489,vacancy,Market Square Garage,2018-12-09 07:00:00
475,vacancy,Market Square Garage,2018-12-09 08:00:00
444,vacancy,Market Square Garage,2018-12-09 09:00:00
440,vacancy,Market Square Garage,2018-12-09 10:00:00
400,vacancy,Market Square Garage,2018-12-09 11:00:00
374,vacancy,Market Square Garage,2018-12-09 12:00:00
319,vacancy,Market Square Garage,2018-12-09 13:00:00
320,vacancy,Market Square Garage,2018-12-09 14:00:00
305,vacancy,Market Square Garage,2018-12-09 15:00:00
